text,label
The Murderous Story Of America’s First Hijacking http://t.co/jmAwRLt7HB,Relevant
‘Good Samaritans’ shot in horror hijacking http://t.co/V5yUUALoqw #263Chat #Twimbos ZimpapersViews,Relevant
At #BlackHat? Learn about account hijacking attacks &amp,Not Relevant
#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/XU9u3NNxpK #prebreak #best,Not Relevant
The Murderous Story Of America’s First Hijacking http://t.co/LK5uqKOP1e,Relevant
"Mom is hijacking my account to earn MCR STATUS!!!  Get your own account snort!  
http://t.co/jST5hAUK35 #FlavorChargedTea",Not Relevant
#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/UMgD92wLjA #prebreak #best,Relevant
#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/wG1rt0kB4g #prebreak #best,Not Relevant
Who is Tomislav Salopek the Islamic State's Most Recent Hostage? http://t.co/puT3LgsDnf,Relevant
Chris Brown's aunft was 'held hostage in a closet by armed intruders at his LA home while sin http://t.co/i1Fhb8QSZ7 http://t.co/7C5BG48BRJ,Not Relevant
Islamic State threatens to kill another hostage: @DailyGleaner @TJProvincial @TJGreaterSJ http://t.co/dfPLiqjMk2,Relevant
Ya kisses hold me hostage &amp,Relevant
Pakistani Terrorist Was Captured By Villagers He Took Hostage - NDTV http://t.co/C5X10JAkGE,Relevant
"Oh god Diane is following them to the hostage exchange in a taxi. 
#RandomActsOfRomance",Relevant
Sinai branch of Islamic State threatens to execute Croatian hostage in 48 hours http://t.co/YvtcXrPt34,Relevant
Egyptian Militants Tied to ISIS Threaten to Kill Croatian Hostage (New York Times) http://t.co/GTXndnJRrl (1717 GMT),Relevant
‘Ransomware’ holds B.C. man’s computer files hostage: A virus locked Andrew Wilson's family photos and other… http://t.co/aQbLjComlN,Not Relevant
I always tell my mom to bring me food or I will hold her cat hostage??,Not Relevant
Concealed Carrier Rescues Hostage Captures Naked Attacker http://t.co/uLy5hM6PqR,Relevant
That moth that held me hostage yesterday has been chilling on the bathroom windowsill all day and I'm not okay with this,Not Relevant
Islamic State group threatens to kill hostage if ‘Muslim women’ aren’t let go - http://t.co/48Zg5ynebn...,Relevant
UPDATE 4-IS Egypt affiliate threatens to kill Croatian hostage in 48 hours http://t.co/C0zrqIk6KE,Relevant
quoted here--&gt,Relevant
I'm hungry as a hostage,Not Relevant
Who is Tomislav Salopek the Islamic State's Most Recent Hostage? - http://t.co/wiQJERUktF,Not Relevant
@susanj357 @msnbc @allinwithchris it's like watching a hostage video sometimes ... But not always ( at least not yet),Not Relevant
Islamic State group in Egypt threatens to kill Croat hostage http://t.co/NzIfztCUGL,Relevant
You will be held hostage by a radical group.,Not Relevant
When u get mugged with ur gf u come up with the best excuses not to look like a bitch 'I wanted to fight but what if he held u hostage?',Not Relevant
whO'S THAT SHADOW HOLDIN ME HOSTAGE I'VE BEEN HERE FOR DAYS,Not Relevant
video says #ISIS Threatens To Kill Croatian Hostage 5oil-worker) If #Egypt Does Not Release Female Prisoners in 48 H http://t.co/GvpKrRdQnu,Relevant
Dysfunctional McConnell plans on holding Judicial Nominations hostage. Another example of how GOP can’t govern. http://t.co/VT2akY5MgK …,Not Relevant
2 hostages in Libya remain unharmed: Government sources on Wednesday denied reports that two Indian nationals who… http://t.co/EX4FnJjL6H,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/wpGvAyfkBQ #prebreak #best,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/6ioaBSl6I7 #prebreak #best,Relevant
@hannahkauthor Read: American lives first | The Chronicle #FreeAmirNow #FreeALLFour #Hostages held by #Iran #IranDeal http://t.co/gWnLHNeKu9,Relevant
C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/jkD7CTi2iW http://t.co/LAjN2n5e2d,Relevant
"Russia stood down cold war nuke ban or face ocean superiority 
Unconditional surrender next putin
Game set match
Release the hostages",Relevant
Broadcast journalism: hostages to fortune otherwise quot-television blind else quot-operations since-3g superv...,Not Relevant
Sinjar Massacre Yazidis Blast Lack of Action Over Hostages http://t.co/Carvv6gsRb http://t.co/lAn76ZqKxG,Relevant
Holmgren describing 96 World Cup: we were Lou's hostages.,Not Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/zLco4UE5OQ #prebreak #best,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/W0EXzAD5Gc #prebreak #best,Relevant
"Natalie Stavola our co-star explains her role in Love and Hostages. Check it out! #LH_movie #indiefilm #comingsoon
https://t.co/2Dw23pMF4B",Not Relevant
Render assistance gain as proxy for your hostages to fortune: sSu http://t.co/KS7Ln8HQ8s,Not Relevant
C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980... http://t.co/tNI92fea3u http://t.co/czBaMzq3gL,Relevant
@Deosl86 @xavier_marquis Hostages are meaningless might as well just play cod search and destroy.,Not Relevant
'Well guess what young girls. You aren't damsels in distress. You aren't hostages to the words of your peers.' http://t.co/5XRC0a76vD,Not Relevant
Militant 'Overpowered' By Hostages After Attack http://t.co/xWnp8a1JOn,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/g601NBD7wS #prebreak #best,Relevant
How until put out manorial shaped gnocchi near thine hostages to fortune: RBpK,Relevant
"No #news of #hostages in #Libya

http://t.co/eXil1bKzmP

#India #terrorism #Africa #AP #TS #NRI #News #TRS #TDP #BJP http://t.co/ehomn68oJB",Relevant
@TexansDC @kylekrenek @Zepp1978 @Frobeus_NS Never thought I could have that much fun saving (and shooting) teddy bear hostages. lol,Not Relevant
Sinjar Massacre Yazidis Blast Lack of Action Over Hostages http://t.co/q4Q8XsYZOB,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/PtAI4zBpbI #prebreak #best,Relevant
C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980:    submitt... http://t.co/nbugSMqLRG #aviationaddicts,Relevant
@JoeNBC IRAN: NO SNCTIONS INCL MILTARY$150BILNO INSPCTKPS HOSTAGESTHROSW ISRAEL TO GUTRKPS NUKE SITES U.S HLPS W/NUKES GET 'ZERO!',Relevant
Ajmal Kasab II: How hostages misled the terrorist got him caught alive http://t.co/n1up959OFM,Relevant
Holmgren: We referred to those 35 days as 'the hostage situation.' We were Lou's 'hostages.',Relevant
Barak will Tell the American People that the lives of the Hostages in Iran depends on Congress Voting to give Terrorist a Nuke for hostages.,Relevant
@minhazmerchant Great job done by village hostages,Relevant
One Year On From #IS Massacre in #Sinjar Yazidis Blast Lack of Action over 3000--5000 Yazidis who remain enslaved: http://t.co/vnSn284ovw,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/fQWTSxLkrZ #prebreak #best,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/zY3hpdJNwg #prebreak #best,Not Relevant
@IndiaToday @Iamtssudhir Time for India to join global war against ISIS cant sacrifice national interest to save hostages! #NationFirst,Relevant
India: Militant 'Overpowered' By Hostages After Attack http://t.co/mkjszGbaWR,Relevant
#Sinjar Massacre #Yazidis Blast Lack of Action Over Hostages http://t.co/JhOaHpbpQ4 Portland #Phoenix #Newyork #Miami #Atlanta #Casper #Iraq,Relevant
"New #Free #Porn #Clip! Taking Of Hostages Dangerous For Favors Free: http://t.co/MIubkZ77m6

#RT #adult #sex #tube",Not Relevant
@banditregina I also loved the episode 'Bang' in season 3 when Caroline Bigsby(?) took hostages in the supermarket.,Not Relevant
"No #news of #hostages in #Libya

http://t.co/bjjOIfzUhL

#India #terrorism #Africa #AP #TS #NRI #News #TRS #TDP #BJP http://t.co/IywZAlLsN4",Relevant
Cruz: Iran deal ‘leaves 4 American hostages languishing in Iran’  http://t.co/EXsQIJF4nY - #NoIranDeal  #TedCruz2016 http://t.co/y7sIPKB1kd,Relevant
Nigerian Military Rescue 178 Hostages From Boko Haram - Florida Sentinel Bulletin: Florid... http://t.co/KcTiGYMahl #security #terrorism,Relevant
"No #news of #hostages in #Libya

http://t.co/k9FBtcCU58

#India #terrorism #Africa #AP #TS #NRI #News #TRS #TDP #BJP http://t.co/XYj0rPsAI2",Relevant
"One Year on from the Sinjar Massacre #Yazidis Blast Lack of Action Over Hostages
http://t.co/BAqOcMcJqc",Relevant
Sinjar Massacre Yazidis Blast Lack of Action Over Hostages http://t.co/fdU8aCnC2W #denver #billings #rapidcity #seattle #cheyenne #lasvegas,Relevant
Sinjar Massacre Yazidis Blast Lack of Action Over Hostages http://t.co/fdU8aCnC2W #denver #billings #rapidcity #seattle #cheyenne #lasvegas,Relevant
@Deosl86 That does nit change the fact extracting hostages is pointless,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/FLqxd3q5pY #prebreak #best,Relevant
RT WatchmanIS216: #Sinjar Massacre #Yazidis Blast Lack of Action Over Hostages http://t.co/79iQDYZjBS,Relevant
#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/OnvD9D4NKg #prebreak #best,Relevant
Cont'd- #Sinjar: referring to a 40-pg document the group put together on the movt of #Yazidi hostages in the days following #IS massacre [2],Relevant
"@Nervana_1 
As per previous behaviour JAN/AQ would deal with the kidnapped hostages not particularly pleasantly if Div 30 fought JAN/AQ.",Relevant
You messed up my feeling like a hurricane damaged this broken home,Not Relevant
@zaynmaIikist listen to hurricane,Relevant
everyone's wonder who will win and I'm over here wondering are those grapes real ?????? #BB17,Not Relevant
HURRICANE GUILLERMO LIVE NOAA TRACKING / LOOPING WED.AUG.5TH ~ http://t.co/RjopJKbydR ~  http://t.co/NUFDgw9YEv http://t.co/2oKSCwYoHC,Relevant
@eggalie haha I love hurricane because of you,Not Relevant
AngelRiveraLib… #Snowden 'may have' broken laws? Hurricane Katrina may have caused some damage. http://t.co/jAaWuiOvdc Without Snowden h…,Relevant
HURRICANE GUILLERMO LIVE NOAA TRACKING / LOOPING WED.AUG.5TH ~ http://t.co/ut7R2ixRjQ ~  http://t.co/v3z96YDMvD http://t.co/kxSLfTZ2I5,Relevant
@Hurricane_Dolce happy birthday big Bruh,Not Relevant
@Guy_Reginald lol more than welcome ??????,Not Relevant
@Hurricane_Dame ???????? I don't have them they out here,Relevant
Bluedio Turbine Hurricane H Bluetooth 4.1 Wireless Stereo Headphones Headset BLK - Full re… http://t.co/WwFqGCQYII http://t.co/GscswyUuPA,Not Relevant
@lavapixcom Did you see #hurricane #guillermo with #MeteoEarth? http://t.co/mfckpVzfV8,Relevant
@ChubbySquirrel_ @Hurricane_Surge this here is very true &gt,Relevant
They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay!,Not Relevant
Them shootas be so hungry with bodies on they burner ??,Not Relevant
Hurricane 30STM quem lembra,Relevant
@al_thegoon i like hurricane habor next to slix flags but they got like 8 rides but they wavy &amp,Not Relevant
hurricane?? sick!,Relevant
AD Miles 'Hurricane of Fun : The Making of Wet Hot' https://t.co/SBZwRuwuFh,Not Relevant
"Hurricane Dancers: The First Caribbean Pirate Shipwreck
Margarita Engle - Henry Holt and Co. (BYR). http://t.co/i7EskymOec",Not Relevant
Cape Coral city leaders take part in mock hurricane training http://t.co/gtYCQyFuam http://t.co/qwd5PvGjbO,Relevant
Be careful during hurricane season ???? https://t.co/bFtOU2nybW,Relevant
My back is so sunburned :(,Relevant
Residents artists remember aftermath of Hurricane Katrina through artwork - WDSU New Orleans: WDSU New Orlean... http://t.co/U6pAvbZoB3,Relevant
Found out a hurricane is brewing for thursday lol ??????,Relevant
@Freegeezy17 you stay in Houston?,Not Relevant
@ReinhardBonnke is preaching on the Holy Spirit! Holy Spirit blows atmosphere to pieces! Atmosphere is air in a jar. The HS is a hurricane!,Not Relevant
NowPlaying Rock You Like A Hurricane - Scorpions http://t.co/JRztpT8IJq,Not Relevant
The hurricane mixxtail kinda tastes like the watermelon four loko. ???????? @brittsand9,Not Relevant
Bluedio Turbine Hurricane H Bluetooth 4.1 Wireless Stereo Headphones Headset BLK - Full re… http://t.co/WeUDLkc4o4 http://t.co/trl1dskF81,Not Relevant
@VinusTrip Did you see #hurricane #guillermo with #MeteoEarth? http://t.co/mfckpVzfV8,Relevant
Grace: here are damage levels USA style.. #Taiwan #China #world hurricane/typhoon ratings/categories defined again http://t.co/OdYdT9QPk1,Relevant
AngelRiveraLib… #Snowden 'may have' broken laws? Hurricane Katrina may have caused some damage. http://t.co/jAaWuiOvdc Without Snowden h…,Relevant
HWRF absolutely lashes Taipei with Hurricane force winds High Storm Surge and 20' of rain. Not good news at all!!! http://t.co/CNkvILe7bE,Relevant
"Would you blow me kisses
If I kept my distance?
Would you send a hurricane
As proof of your existence?",Relevant
@pattonoswalt @FoxNews Wait I thought Fecal Hurricane was on SciFi? Maybe that was turdnado. I've been forgeting up a shit storm lately.,Relevant
HURRICANE GUILLERMO LIVE NOAA TRACKING / LOOPING WED.AUG.5TH ~ http://t.co/AuruGJEGIQ ~  http://t.co/L3w8miPvnT http://t.co/O85M1bJFRW,Relevant
"Entertain this thought for a moment:

diarrhea hurricane",Not Relevant
Bluedio Turbine Hurricane H Bluetooth 4.1 Wireless Stereo Headphones Headset BLK - Full re… http://t.co/jans3Fd4lf http://t.co/2SdMichb2Z,Not Relevant
HURRICANE GUILLERMO LIVE NOAA TRACKING / LOOPING WED.AUG.5TH ~ http://t.co/QktRt2J1o8 ~  http://t.co/b0JxS5QKkh http://t.co/KP05TOwSfM,Relevant
Stream HYPE HURRICANE,Not Relevant
@leeranaldo expressing his rage about Hurricane Sandy #LCOutOfDoors http://t.co/IwPR2qGYsI,Relevant
#kick #hurricane Seriously #simple websites: http://t.co/x8W7tF6FHg Looking For A Seriously Simple Program To http://t.co/9NZ9zFM93i,Relevant
@BPGVII_GOAT thanks bro ????,Not Relevant
@Hurricane_Dolce no prob,Relevant
Mr. T stopped wearing gold chains in 2005 because he thought it would be an insult to the people who lost everything after Hurricane Katrina,Not Relevant
Happy birthday bro ?? @Hurricane_Dolce,Relevant
Brooklyn Sites Get $2.6 Million to Undo Hurricane Sandy’s Toll http://t.co/HukwD0RE2a,Relevant
I'm a hurricane.,Not Relevant
Ashley and I on going to hurricane harbor Friday. ?? http://t.co/ScEfPFvAEU,Relevant
Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight attacked a p... http://t.co/nZAFokxX0h,Relevant
"Militants attack police post in Udhampur; 2 SPOs injured

Suspected militants Thursday  attacked a police post in... http://t.co/1o0j9FCPBi",Relevant
I'm thinking maybe just wait til after all the preseason games just in case somebody gets injured.,Not Relevant
UPDATE:M.E. confirms 2 women pulled from burning house died last Friday. 91 yr old Edna Jefferson&amp,Relevant
4 dead dozens injured in Gaza blast near house leveled in summer war - Washington Post: New York Times4 dead... http://t.co/7C2qhMwtv5,Relevant
Unlicensed teen driver among 2 killed in NC crash http://t.co/Woc6AkEHYX,Relevant
And you wonder why he's injured every year https://t.co/XYiwR9JETl,Not Relevant
@NewsBreaker @sothathappened SO wheres the story? Anybody injured? Where did this happen?,Not Relevant
Experienced urogyn trying to help mesh injured women talks the worst offenders. http://t.co/NpOQLkqUP9 @meshnewsdesk,Relevant
#???? #?? #??? #??? Udhampur terror attack: Militants attack police post 2 SPOs injured - Times of   http://t.co/1KxsGlsTA7,Relevant
Yelp Bolsters Health Care Reviews With Investigative Journalism: Sick and injured patients at a local ER are t... http://t.co/E8aEGOFDY2,Relevant
Terrorists attack police post,Relevant
Man injured in Radcliff shooting http://t.co/3iYXOoaCW6,Relevant
Check this @SuryaRay Udhampur terror attack: Militants attack police post 2 SPOs injured:… http://t.co/ptq3zMgncK #SuryaRay #India,Relevant
Arian Foster does keep his promise... And that's to get injured every yeat,Not Relevant
#WakeUpFlorida... #Floridians more likely to be killed/injured by a #TrophyHunt killer's gun than by ISIS.  https://t.co/j5In8meXAJ,Not Relevant
@RVacchianoNYDN The only surprise is that they aren't ALL injured.,Not Relevant
@chikislizeth08 you're not injured anymore? ??,Not Relevant
Top Stories - Google 4 dead dozens injured in Gaza blast near house leveled in summer war… http://t.co/P3o71DZ992,Relevant
Photos: 17 people killed and over 25 injured in deadly Saudi Mosque suicide attack http://t.co/geEKnwJJSz,Relevant
"http://t.co/qr3YPEkfOe 
Seems they declared war against government..",Relevant
Harper Woods policeman injured in fight after dead man found in garage: Ronnie Karjo 46 of Macomb Township http://t.co/tUoTICilBi,Relevant
"#Redskins WR DeSean Jackson injures right shoulder at training camp today. Watch the play HERE: http://t.co/GABecyzBzJ
@wusa9 #SkinsOn9",Not Relevant
Udhampur terror attack: Militants attack police post 2 SPOs injured http://t.co/zMWeCBWVaO,Relevant
If I could I would have been by at work but got injured and we have security concerns they must settle. This is torture.,Not Relevant
I made him fall and hegot injured https://t.co/XX8RO94fBC,Not Relevant
I can't believe Blevins got injured falling off a curb. That's something that would happen to me never it expected for a pro player,Relevant
Injured Barcelona full-back Alba out of Super Cup http://t.co/jYiEgtnC6H,Not Relevant
@michaelgbaron how come scott rice doesn't get another shot. Holding lefties to a 184. average. Is he injured?,Not Relevant
Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight attacked a p... http://t.co/FPhFESemyJ,Relevant
so paulista injured wilshere,Not Relevant
Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/S… http://t.co/vihdoKScCC,Relevant
Washington Post - 4 dead dozens injured in Gaza blast near house leveled in summer war http://t.co/VjXa13n8Ap,Relevant
@LoganMeadows11 @ChristianStec_ he's weak sauce he got injured by a sled,Not Relevant
Ogun smugglers engage Customs in shootout : Several persons were allegedly injured on Wednesday when men o... http://t.co/pUXBC2LoYK #RT,Relevant
@ChristieC733 please support this Please cosponsor S. 928 and support aid for sick and injured 9/11 responders! #renew911health,Relevant
Terrorists open fire at Udhampur police post 2 SPO's injured firing underway - See more at:... http://t.co/7jmGwOgqnh,Relevant
4 dead dozens injured in Gaza blast near house leveled in summer war - Washington Post  http://t.co/AXXDCaKzTY #World,Relevant
4 dead dozens injured in Gaza blast near house leveled in summer war - http://t.co/L53OABEqc9 via http://t.co/q3Izqdk1n0,Relevant
@TheHammers_ @tonycottee1986 alsowhat if some of the 1st team players got injured?Then Bilic would get slated for playing themhe can't win,Relevant
@Braves_Ninja @david_brelsford For Freddie before being injured this year it was a great deal,Not Relevant
RT- Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight at... http://t.co/wN414hp9hZ #News,Relevant
Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight attacked a p... http://t.co/cEKbxJmPBj,Relevant
#golf McIlroy fuels PGA speculation after video: Injured world number one Rory McIlroy fueled speculatio... http://t.co/dCyYJVmXHR #news,Not Relevant
@TOI_India Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight a... http://t.co/EWCkcfBI28,Relevant
#BreakingNews Militants attack Udhampur police post,Relevant
@WeAreTheNews please support this Please cosponsor S. 928 and support aid for sick and injured 9/11 responders! #renew911health,Relevant
@Welles_7 he was injured. He is a pro bowl back.,Not Relevant
Neelum Valley teen dies in 'dud shell' explosion: MUZAFFARABAD: A teenage boy was killed and his peer was injured… http://t.co/GuRdZEPMhu,Relevant
Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight attacked a p... http://t.co/Cwm0ULqu3E,Relevant
"Injuries may be forgiven but not forgotten.

Aesop",Not Relevant
Official kinesiology tape of IRONMAN® long-lasting durability effectiveness on common injuries http://t.co/ejymkZPEEx http://t.co/0IYuntXDUv,Not Relevant
@wral there are now 5 fire trucks and 2 ambulances at Wellington ridge lp in Cary. one of the units is on fire. not sure on injuries,Relevant
@EdmontonEsks SB Adarius Bowman says team leadership and depth have helped through some key injuries https://t.co/hCnmZsfNcI #yeg,Relevant
4 Common Running Injuries and How to Avoid Them http://t.co/26HWLpWmXr,Not Relevant
@TayIorrMade @MegatronAFC possibly he's had injuries on both ankles though. 2011 one worse but regardless both.,Not Relevant
in fact if y'all could tag like small creeping or self inflicted injuries of the skin as derma (with brackets) that would be nice,Not Relevant
"Last time I checked Lots of injuries over the course of time = injury prone. 

@Calum36Chambers am I wrong?",Not Relevant
If you're slating @gpaulista5 for @JackWilshere's injury then you're a disgrace to the #AFC fan base. Injuries happen you cunts!,Not Relevant
"Next Man Up---AH SCREW THIS! I'm so tired of injuries.  

What happened to Camp Cupcake? More like Camp Cramp and Break.",Not Relevant
My baby girls car wreak this afternoon thank God no serious injuries and she was wearing her seatbelt!!!... http://t.co/NJQV45ndS2,Relevant
8/5 Arizona Cardinals news: Jaron Brown makes headlines minor injuries continue to build http://t.co/QxKncvlrh1 http://t.co/KJnhNPMxGr,Relevant
I'm only experienced with injuries below the waist,Not Relevant
@RVacchianoNYDN @NYDNSports glad to see a career rebirth for him.  Loved him in Carolina  injuries just caught up to him.,Not Relevant
@jamienye u can't blame it all on coaching management penalties defence or injuries. Cursed is probably a good way to put it! #riders,Not Relevant
Tonight we have attended a fire in Romford with @LondonFire thankfully no injuries http://t.co/iyjeJop2WI,Relevant
Peel police say male cyclist struck near Southdown Road and Royal Windsor Drive in Mississauga. Serious but non life-threatening injuries.,Relevant
@nflnetwork @AZCardinals what's up with all the injuries..,Not Relevant
@JaeSmoothCYB he was going to be. We still have our leading rusher from LY so we should be ight barring any injuries,Not Relevant
@likeavillasboas @rich_chandler Being' injury prone' isn't actually just suffering injuries often.,Not Relevant
@nalathekoala As a health care professional that deals all gun violence sequalae I consider suicides injuries accidents and homicides,Not Relevant
West Nyack Pineview Road railroad crossing off Western Highway. Units on scene of a CSX Train vs. truck no injuries.,Relevant
San Francisco 0 I80 E **Hit and Run No Injuries** http://t.co/lp9TBu7KzH,Relevant
cmon injury bug this shit aint funny we suffered enough injuries last year...,Not Relevant
#BreakingNews Mva / Multiple Injuries - Saint Petersburg FL: E7 requesting R7 &amp,Relevant
Accident with injuries on #NJ36 SB at CR 516/Leonardville Rd http://t.co/2xwIHy2wsg,Relevant
@fkhanage look what Shad Forsythe has done in 1 year we won't have as many injuries as before we will inevitably have injuries like others,Not Relevant
A new type of ADHD? Head injuries in children linked to long-term attention problems http://t.co/I4FZ75Utnh,Not Relevant
@imSUSHIckoflove @alekalicante RIGHT?? Yep you're a witness to his injuries HAHA it's a gauze!,Not Relevant
